time, mouse_x, mouse_y, right_eye_x, right_eye_y, left_eye_x, left_eye_y
1671143660.2309144, 362, 189, 354, 110, 276, 118
1671143660.6232061, 362, 189, 359, 104, 281, 113
1671143660.9299147, 362, 189, 360, 103, 282, 111
1671143661.6529164, 362, 189, 357, 102, 279, 111
1671143662.884917, 316, 97, 361, 98, 284, 104
1671143663.417918, 1099, 423, 354, 102, 275, 110
1671143663.4979155, 1099, 460, 354, 104, 275, 111
1671143663.597915, 1037, 503, 352, 105, 274, 112
1671143663.6699297, 998, 582, 352, 106, 274, 113
1671143663.7409158, 1031, 670, 353, 107, 276, 114
1671143663.8039181, 1113, 781, 354, 107, 276, 114
1671143663.8669157, 1154, 829, 354, 107, 275, 114
1671143663.9219143, 1165, 852, 353, 107, 276, 115
