time, mouse_x, mouse_y, right_eye_x, right_eye_y, left_eye_x, left_eye_y
1671143129.1439455, 1034, 268, 351, 97, 274, 103
1671143129.207053, 1034, 268, 351, 97, 275, 103
1671143129.2599447, 1034, 268, 351, 97, 275, 103
1671143129.3249462, 1015, 265, 351, 97, 275, 103
1671143129.393947, 878, 251, 351, 97, 274, 103
1671143129.4659467, 783, 265, 352, 97, 276, 103
1671143129.5399473, 769, 303, 352, 97, 276, 103
1671143129.6199498, 731, 415, 352, 97, 276, 103
1671143129.710951, 691, 566, 352, 98, 276, 103
1671143129.8139446, 669, 633, 353, 98, 277, 104
1671143129.9159462, 588, 662, 353, 98, 276, 104
1671143130.0299456, 353, 659, 354, 98, 278, 105
1671143130.144944, 202, 647, 354, 98, 278, 105
1671143130.2359529, 134, 658, 354, 99, 278, 105
1671143130.3249435, 70, 694, 354, 99, 279, 105
1671143130.4279451, 0, 766, 354, 99, 279, 105
1671143130.5179455, 0, 821, 354, 99, 278, 105
1671143130.7689464, 182, 925, 354, 99, 278, 105
1671143130.9239514, 212, 973, 354, 100, 278, 106
1671143131.0819445, 188, 1051, 354, 100, 278, 106
1671143131.1819458, 188, 1052, 353, 100, 277, 106
1671143131.3669481, 290, 1011, 353, 101, 277, 106
1671143131.6859446, 353, 974, 353, 101, 277, 106
1671143131.9049447, 460, 920, 354, 101, 277, 107
1671143132.0539439, 291, 881, 354, 101, 278, 107
1671143132.1599443, 291, 881, 354, 101, 278, 107
1671143132.234945, 308, 909, 354, 102, 278, 107
1671143132.3749456, 370, 962, 354, 101, 277, 107
1671143132.5312836, 399, 1006, 354, 101, 277, 107
1671143132.592282, 415, 1033, 353, 101, 278, 107
1671143132.6472843, 440, 1046, 353, 101, 277, 107
1671143132.7172859, 493, 1060, 352, 101, 276, 107
